_id,name,id,type,url,date,time,url_google,colors,description,iso_date
64ca0061bbd6cd0e8ede79e7,IMG_0746,1w10ehy7xm1qo1KqAyKRalqSg9vgVmQL7,image/jpeg,../assets/photos/IMG_0746.jpg,2023:03:08,13:40:05,https://drive.google.com/uc?id=1w10ehy7xm1qo1KqAyKRalqSg9vgVmQL7,"[{'h': 212, 's': 14, 'l': 70}, {'h': 18, 's': 8, 'l': 63}, {'h': 37, 's': 10, 'l': 70}, {'h': 224, 's': 3, 'l': 40}, {'h': 5, 's': 5, 'l': 39}]",,2023-03-08T13:40:05.000000Z
64ca0063bbd6cd0e8ede79e8,IMG_7083,1uVROh0EzNYmzbzoYgdVCqTH29xtC5004,image/jpeg,../assets/photos/IMG_7083.jpg,2022:12:18,10:45:19,https://drive.google.com/uc?id=1uVROh0EzNYmzbzoYgdVCqTH29xtC5004,,,2022-12-18T10:45:19.000000Z
